AGE;YRS_WORK;DEBT_INCOME;LOG_INCOME;LOG_CREDIT_DEBT;LOG_OTHER_DEBT;;DEFAULT
0.1639344262295082;0.1111111111111111;0.4334975369458128;0.2809453853110815;0.38160588911769555;0.4205492273381437;;N
0.7540983606557378;0.5396825396825397;0.3596059113300492;0.4971358435639024;0.4972305981647005;0.6147366569413307;;N
0.3606557377049181;0.31746031746031744;0.11576354679802954;0.3534541619009983;0.1952691468579058;0.2529458658960547;;N
0.1967213114754099;0.1746031746031746;0.8472906403940885;0.17359629120637365;0.27822418190314213;0.514201510923077;;N
0.11475409836065575;0.031746031746031744;0.5492610837438422;0.19662526426534255;0.15426092924830184;0.46441607156964027;;S
0.3116393442622951;0.031746031746031744;0.2660098522167488;0.24856792178195108;0.24727009323322083;0.3110887276903739;;S
0.1311475409836066;0.031746031746031744;0.29064039408866993;0.24856792178195108;0.1827362372451756;0.3632031264880385;;S
0.11475409836065575;0.06349206349206349;0.35221674876847286;0.19662526426534255;0.19662741708111467;0.3468664328142473;;N
0.7704918032786886;0.4603174603174603;0.12068965517241378;0.6068362285523647;0.4062383815900384;0.4688686111603437;;N
0.04918032786885246;0.0;0.09359605911330049;0.1387187329256543;0.07224041803264569;0.10918104579268184;;N
0.7213114754098361;0.5238095238095237;0.42857142857142855;0.45472117376835075;0.5638561782839903;0.5769372545132626;;N
0.1967213114754099;0.06349206349206349;0.2586206896551724;0.2542962346541464;0.33634082574323676;0.2401221459620233;;S
0.3278688524590164;0.1111111111111111;0.46798029556650245;0.512100388768066;0.6508961246952162;0.6517197631100458;;N
0.0;0.0;0.09359605911330049;0.2304577570719496;0.04084639662794992;0.1862138405319302;;N
0.5737704918032788;0.14285714285714285;0.3251231527093596;0.2653353153526691;0.33138059201805653;0.338262362623183;;N
0.0;0.0;0.17980295566502463;0.04697970877935875;0.16509439119101924;0.05700084594908503;;S
0.0;0.0;0.3842364532019704;0.33442982918821673;0.2871691099951813;0.49641425862005634;;S
0.016393442622950838;0.031746031746031744;0.004926108374384236;0.20380860641501464;0.0027366300885739788;0.013884709106491009;;S
0.016393442622950838;0.0;0.14039408866995073;0.16536788358258936;0.12604554626377834;0.1545563684635654;;S
0.6229508196721312;0.42857142857142855;0.2068965517241379;0.5139032371346202;0.37526875401450743;0.5186572220194842;;N
0.04918032786885246;0.015873015873015872;0.18472906403940884;0.25988309314668756;0.2539635666882341;0.21998403455076365;;S
0.11475409836065575;0.12698412698412698;0.2019704433497537;0.2426908050419213;0.1827362372451756;0.2713702883454528;;N
0.47540983606557385;0.12698412698412698;0.14778325123152708;0.27586076070486687;0.08264484437837949;0.2819312981640449;;N
0.3606557377049181;0.2698412698412698;0.3251231527093596;0.4704866929069673;0.6734540212396101;0.3479907410421294;;S
0.37704918032786894;0.25396825396825395;0.0812807881773399;0.33442982918821673;0.1755211378957311;0.16557821259839203;;N
0.08196721311475413;0.0;0.15517241379310345;0.5009707874550584;0.06796701517170639;0.505617906600312;;N
0.4426229508196722;0.015873015873015872;0.3768472906403941;0.34223254285220595;0.33469723688168035;0.4846298700188488;;S
0.3114754098360656;0.23809523809523808;0.12068965517241378;0.3675997848511623;0.22858973084040624;0.25788990676618734;;N
0.47540983606557385;0.36507936507936506;0.2857142857142857;0.29078416466464263;0.1666081045129861;0.40951441940994926;;N
0.08196721311475413;0.0;0.1625615763546798;0.27065923799587777;0.26049953194103825;0.19056873811686856;;N
0.0;0.0;0.12561576354679801;0.09746733701849064;0.07435271495849631;0.12099208076705625;;S
0.016393442622950838;0.0;0.046798029556650245;0.11903186306921121;0.06580540342865514;0.029131534727514573;;S
0.37704918032786894;0.047619047619047616;0.2586206896551724;0.1387187329256543;0.036057214071074435;0.284135296992161;;S
0.39344262295081966;0.047619047619047616;0.12561576354679801;0.40247734313188177;0.14787522946151194;0.34460193117620863;;S
0.18032786885245905;0.031746031746031744;0.07142857142857142;0.2859182508274035;0.1396809565538802;0.12242851203628329;;N
0.09836065573770492;0.0;0.2044334975369458;0.2653353153526691;0.1589556726780529;0.30977754448381456;;N
0.4426229508196722;0.14285714285714285;0.24876847290640391;0.30021287363338844;0.41686288714950714;0.20521857259070467;;N
0.34426229508196726;0.12698412698412698;0.17487684729064037;0.6778032187817549;0.25725077318532596;0.6943667579242028;;N
0.3606557377049181;0.23809523809523808;0.2586206896551724;0.29078416466464263;0.16357238350808742;0.3877091803870505;;N
0.04918032786885246;0.0;0.43103448275862066;0.07362885943629383;0.23691737790078965;0.22934714296672298;;S
0.6065573770491803;0.5396825396825397;0.24137931034482757;0.554855154145794;0.14948546995454778;0.6510840916096348;;N
0.18032786885245905;0.09523809523809523;0.07881773399014777;0.2304577570719496;0.04787881546626972;0.15951740036671602;;S
0.0655737704918033;0.0;0.12561576354679801;0.14795496525762242;0.06580540342865514;0.1607418382406192;;S
0.6557377049180328;0.38095238095238093;0.16502463054187191;0.3841221797267045;0.3288668580552483;0.2962570481647527;;N
0.5737704918032788;0.2222222222222222;0.14778325123152708;0.3743542050280435;0.19797907769071327;0.3323504798705873;;N
0.21311475409836067;0.07936507936507936;0.16502463054187191;0.15682889763565577;0.09658583425787588;0.19484621118499423;;N
0.1311475409836066;0.06349206349206349;0.16748768472906403;0.1387187329256543;0.04084639662794992;0.2102417513424383;;N
0.08196721311475413;0.0;0.4704433497536945;0.1815359224375589;0.27517736114771135;0.36789539591049203;;S
0.11475409836065575;0.015873015873015872;0.7019704433497536;0.09746733701849064;0.33221347332321205;0.3370915499821404;;S
0.5573770491803279;0.36507936507936506;0.1083743842364532;0.5593062407675375;0.31328712768708733;0.4188841582502411;;N
0.11475409836065575;0.0;0.2364532019704433;0.2304577570719496;0.03118400649437859;0.34630230237303694;;S
0.0655737704918033;0.0;0.5591133004926108;0.20380860641501464;0.22979479002835454;0.4570447700584939;;S
0.3278688524590164;0.12698412698412698;0.6477832512315269;0.2304577570719496;0.4317840740124748;0.44647919036700723;;N
0.39344262295081966;0.25396825396825395;0.2364532019704433;0.3047838628932782;0.1207546109177555;0.39427571138615153;;N
0.5573770491803279;0.07936507936507936;0.23891625615763545;0.23665694685268068;0.24041133223560152;0.2721402138759008;;N
0.1967213114754099;0.031746031746031744;0.07142857142857142;0.08586190740626554;0.016029391652508086;0.09030065560900112;;S
0.6721311475409837;0.31746031746031744;0.0812807881773399;0.5456813459480021;0.3444159789454838;0.29204816784165133;;N
0.2622950819672132;0.07936507936507936;0.13546798029556648;0.2809453853110815;0.15108642947101686;0.2383594895586675;;N
0.24590163934426235;0.1746031746031746;0.22167487684729062;0.3179675688706066;0.1827362372451756;0.3745155379808798;;S
0.1311475409836066;0.031746031746031744;0.19950738916256155;0.11903186306921121;0.11717048754882828;0.18511268747509343;;N
0.11475409836065575;0.031746031746031744;0.29064039408866993;0.16536788358258936;0.2212474784985134;0.25043521852764905;;S
0.016393442622950838;0.0;0.5197044334975368;0.27586076070486687;0.41066250230597906;0.45489652790354423;;S
0.37704918032786894;0.1111111111111111;0.12561576354679801;0.29554763056131006;0.2668852317278281;0.1403612778246329;;N
0.29508196721311475;0.031746031746031744;0.22660098522167488;0.17359629120637365;0.15108642947101686;0.24360918559116673;;S
0.032786885245901676;0.0;0.24876847290640391;0.11903186306921121;0.11896833011753907;0.2265762694677302;;N
0.278688524590164;0.09523809523809523;0.059113300492610835;0.3151323477931157;0.10044375331891073;0.04147277947435395;;N
0.24590163934426235;0.047619047619047616;0.027093596059113295;0.22408391944550543;0.05473757646388901;0.037428961211008166;;N
0.3278688524590164;0.0;0.046798029556650245;0.2426908050419213;0.02371003880639017;0.1166306044269613;;N
0.3606557377049181;0.09523809523809523;0.16009852216748766;0.23665694685268068;0.26049953194103825;0.13902830198883437;;S
0.34426229508196726;0.1111111111111111;0.4261083743842364;0.4194545246387118;0.4276862969540835;0.5864904004404453;;N
0.0;0.0;0.19950738916256155;0.0;0.036057214071074435;0.14300527721161924;;S
0.7868852459016394;0.6349206349206349;0.3201970443349753;0.6091229215257032;0.6009917667868387;0.609686925436642;;N
0.4098360655737705;0.09523809523809523;0.16009852216748766;0.25988309314668756;0.10986044179368987;0.27290768349936906;;N
0.34426229508196726;0.2222222222222222;0.15763546798029554;0.29078416466464263;0.10986044179368987;0.2983341965156318;;N
0.14754098360655743;0.07936507936507936;0.25615763546798026;0.17359629120637365;0.1883763438592447;0.24874677985855653;;N
0.47540983606557385;0.2698412698412698;0.21428571428571427;0.4872540864776851;0.5268173323322555;0.38627844362625424;;N
0.11475409836065575;0.14285714285714285;0.5763546798029555;0.15682889763565577;0.07852972159873779;0.44907230347462246;;S
0.639344262295082;0.1111111111111111;0.5098522167487683;0.27586076070486687;0.3452107311533537;0.48078528984862673;;S
0.836065573770492;0.09523809523809523;0.45566502463054187;0.3497751170533473;0.2249428639186591;0.5721250636435945;;N
0.032786885245901676;0.0;0.10098522167487685;0.12908935319174775;0.11717048754882828;0.07683691831897144;;S
0.39344262295081966;0.23809523809523808;0.14778325123152708;0.3497751170533473;0.3033173045313702;0.2320864688333806;;N
0.24590163934426235;0.19047619047619047;0.13793103448275862;0.3841221797267045;0.16509439119101924;0.3405870331031677;;N
0.2929508196721311;0.15873015873015872;0.10098522167487685;0.18920636116478606;0.10424882250923426;0.13087153702524965;;N
0.278688524590164;0.0;0.11330049261083744;0.23665694685268068;0.11896833011753907;0.1817786638319639;;N
0.459016393442623;0.31746031746031744;0.1625615763546798;0.5084510149286385;0.37455561958645145;0.4396799507715644;;N
0.09836065573770492;0.0;0.10098522167487685;0.17359629120637365;0.09852149161837588;0.12385641844066445;;N
0.2622950819672132;0.1111111111111111;0.7438423645320196;0.27586076070486687;0.43980261000255266;0.5542435815766474;;S
0.29508196721311475;0.1111111111111111;0.46305418719211816;0.2653353153526691;0.3945275541572896;0.41081380072983736;;N
0.016393442622950838;0.0;0.36945812807881767;0.08586190740626554;0.1589556726780529;0.25543058528964513;;S
0.18032786885245905;0.015873015873015872;0.029556650246305414;0.31365779527131155;0.06580540342865514;0.07509971566046361;;N
0.42622950819672134;0.1111111111111111;0.2044334975369458;0.3460352588004417;0.2802369856902325;0.3423159137609845;;N
0.016393442622950838;0.0;0.2857142857142857;0.1815359224375589;0.16357238350808742;0.2955606612156428;;N
0.34426229508196726;0.031746031746031744;0.08866995073891626;0.18920636116478606;0.1061319870590039;0.11068952423206888;;N
0.1967213114754099;0.07936507936507936;0.06896551724137931;0.6430706501073344;0.29960131991754885;0.40645495827560757;;N
0.8852459016393442;0.6984126984126984;0.22413793103448273;0.6044419599359543;0.4811648384386683;0.6236387479390916;;N
0.0;0.0;0.16995073891625614;0.19662526426534255;0.1620419900655839;0.1969567643934273;;S
