0;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;4;6;1000;1000;1000;4;1;4;1000;1000;2;1000;1000;5;5;1000;5;1000
1000;0;1000;1;6;1000;1000;1000;1000;2;1000;1000;1000;1000;5;1000;1000;1000;1000;1000;1000;1000;1000;3;5;1000;1000;1000;1000;1000
1000;1000;0;1000;1000;1000;8;8;1000;1000;4;1000;1000;1000;1000;5;7;1000;1000;1000;1000;8;1000;1000;1000;1000;1000;5;1000;2
1000;1;1000;0;6;1000;1000;1000;1000;2;1000;7;1000;1000;5;1000;1000;1000;1000;1000;1000;1000;1000;3;5;1000;1000;1000;1000;1000
1000;6;1000;6;0;1000;1000;5;1000;1000;1000;1000;1000;1000;5;1000;1000;1000;1000;1000;4;1000;1000;6;2;1000;1000;1000;1000;1000
1000;1000;1000;1000;1000;0;5;1000;1000;1000;1000;1000;1000;1000;1000;6;1000;1000;1000;1000;1000;3;1000;1000;1000;1000;1000;1000;1000;1000
1000;1000;8;1000;1000;5;0;1000;1000;1000;5;1000;1000;5;1000;5;6;1000;1000;1000;1000;5;1000;1000;1000;1000;1000;1000;1000;1000
1000;1000;8;1000;5;1000;1000;0;1000;1000;8;1000;1000;1000;5;1000;4;1000;1000;1000;3;1000;1000;1000;5;5;1000;4;5;1000
1000;1000;1000;1000;1000;1000;1000;1000;0;1000;1000;1000;4;1000;1000;1000;1000;1000;1000;5;1000;1000;1000;1000;1000;1000;5;1000;1000;1000
1000;2;1000;2;1000;1000;1000;1000;1000;0;1000;1000;1000;1000;5;1000;1000;1000;1000;1000;1000;1000;1000;3;1000;1000;1000;1000;1000;1000
1000;1000;4;1000;1000;1000;5;8;1000;1000;0;1000;1000;1000;1000;2;6;1000;1000;1000;1000;5;1000;1000;1000;1000;1000;5;1000;5
1000;1000;1000;7;1000;1000;1000;1000;1000;1000;1000;0;1000;1000;5;1000;1000;5;1000;1000;1000;1000;1000;1000;1000;5;1000;1000;1000;1000
4;1000;1000;1000;1000;1000;1000;1000;4;1000;1000;1000;0;1000;1000;1000;1000;4;4;2;1000;1000;4;1000;1000;1000;1000;1000;1000;1000
6;1000;1000;1000;1000;1000;5;1000;1000;1000;1000;1000;1000;0;1000;1000;1000;1000;6;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
1000;5;1000;5;5;1000;1000;5;1000;5;1000;5;1000;1000;0;1000;1000;1000;1000;1000;3;1000;1000;3;3;1000;1000;1000;1000;1000
1000;1000;5;1000;1000;6;5;1000;1000;1000;2;1000;1000;1000;1000;0;6;1000;1000;1000;1000;5;1000;1000;1000;1000;1000;6;1000;6
1000;1000;7;1000;1000;1000;6;4;1000;1000;6;1000;1000;1000;1000;6;0;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;3;5;1000
4;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;5;4;1000;1000;1000;1000;0;4;3;1000;1000;2;1000;1000;1000;1000;1000;5;1000
1;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;4;6;1000;1000;1000;4;0;4;1000;1000;2;1000;1000;1000;1000;1000;1000;1000
4;1000;1000;1000;1000;1000;1000;1000;5;1000;1000;1000;2;1000;1000;1000;1000;3;4;0;1000;1000;3;1000;1000;1000;1000;1000;1000;1000
1000;1000;1000;1000;4;1000;1000;3;1000;1000;1000;1000;1000;1000;3;1000;1000;1000;1000;1000;0;1000;1000;5;3;1000;1000;1000;1000;1000
1000;1000;8;1000;1000;3;5;1000;1000;1000;5;1000;1000;1000;1000;5;1000;1000;1000;1000;1000;0;1000;1000;1000;1000;1000;1000;1000;1000
2;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;4;1000;1000;1000;1000;2;2;3;1000;1000;0;1000;1000;5;1000;1000;1000;1000
1000;3;1000;3;6;1000;1000;1000;1000;3;1000;1000;1000;1000;3;1000;1000;1000;1000;1000;5;1000;1000;0;5;1000;1000;1000;1000;1000
1000;5;1000;5;2;1000;1000;5;1000;1000;1000;1000;1000;1000;3;1000;1000;1000;1000;1000;3;1000;1000;5;0;1000;1000;1000;1000;1000
5;1000;1000;1000;1000;1000;1000;5;1000;1000;1000;5;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;5;1000;1000;0;1000;1000;2;1000
5;1000;1000;1000;1000;1000;1000;1000;5;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;0;1000;1000;1000
1000;1000;5;1000;1000;1000;1000;4;1000;1000;5;1000;1000;1000;1000;6;3;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;0;1000;5
5;1000;1000;1000;1000;1000;1000;5;1000;1000;1000;1000;1000;1000;1000;1000;5;5;1000;1000;1000;1000;1000;1000;1000;2;1000;1000;0;1000
1000;1000;2;1000;1000;1000;1000;1000;1000;1000;5;1000;1000;1000;1000;6;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;5;1000;0
